url,name,why_visit,description,branch,product_categories,gallery,documents,website,email,phone,address,stand
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.ascent textile co ltd.org-816d7ccf-6e36-4c4c-8dde-1f6e055e588a.html,"Ascent Textile Co., Ltd.","We Are Young But Fast Growing! Ascent Textile www.ascent-tex.com with annual capacity of 50 million meters, including dying, printing, and laminating, our dyeing plant was newly equipped in 2016.","Members of Oeko-Tex, ZDHC, and Higg Index, we are specialists in stretch wovens, double weaves, 3L and 2.5L laminations, soft shells, wovens and knits for shirts and pants, functional fabrics using Nylon, Polyester, Nylon/Spandex, Polyester/Spandex and mechanical stretch fabrics for Sports, Outdoor, Work, and Fashion. Providing a wide variety of finishing for specific performance such as C0 Water Repellency, UV Protection, Wicking, Odor Control, Waterproof/High Breathable lamination, everything completed in our own facilities.",Bike & RunningCorporate WearOutdoor SportsTeam SportsWinter SportsWorkwear,FleeceKnit FabricsWoven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'info@ascent-tex.com', 'url': 'mailto:info@ascent-tex.com'}",0086-575-8579 1956,"6088 Xingbin Rd.
Binhai Ind. Zone
Keqiao District, Shaoxing
Zhejiang
312072
China",419
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.aydin orme san ve tic as.org-90690fbc-edae-4124-97a2-17e407ad133c.html,AYDIN ORME SAN. VE TIC. A.S.,"We are leader textile company in Turkey and Europe for sportswear,swimwear,outwear and lingerie fabrics and laces.",We produce lace and circular knit and warp knit fabrics for different product groups.,Athleisure,Knit FabricsWoven Fabrics,"[{'title': 'OCEAN - JD 050191 150 170 01 00', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-bfd06c55-2e75-4d50-99b0-b64143a62118.ocean%20-%20jd%20050191%20150%20170%2001%2000.pro-926c1b6e-c94c-48ed-bad0-3429212a5ea2.html'}, {'title': 'SAPPHIRE-YD 070416 135 110 01', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-bfd06c55-2e75-4d50-99b0-b64143a62118.sapphire-yd%20070416%20135%20110%2001%20.pro-ed0e6f6a-7168-42d7-a32b-48d79424e208.html'}, {'title': 'PATARA-YD 070466 165 210 01', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-bfd06c55-2e75-4d50-99b0-b64143a62118.patara-yd%20070466%20165%20210%2001.pro-d52a2b82-edde-4da6-8acc-a6b5d95af9a4.html'}, {'title': 'YD 078321 150 195 01', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-bfd06c55-2e75-4d50-99b0-b64143a62118.yd%20078321%20150%20195%2001.pro-17564001-028e-48c7-9afb-91810bc88861.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-bfd06c55-2e75-4d50-99b0-b64143a62118/de210552-8f47-4ef7-af93-bc11d0977c79.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@lila.com.tr', 'url': 'mailto:info@lila.com.tr'}",+902166332424,"Saray Mahallesi Naya Sokak, No:3/A, KAT 1
Umraniye
Istanbul
34768
Türkiye",233
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.billion rise knitting.org-a9ccfb2a-ab36-4f8b-8bf6-dcaf98e84d9c.html,Billion Rise Knitting,"Billion Rise Knitting specializes in providing sales and marketing services of warp and weft knit synthetic fabrics for varying garment types, such as lingerie, swimwear, sportwear etc.","Billion Rise offers a full synthetic product range consisting of both warp and weft knit fabrics. State of the art machinery brings perfection to warp knit and weft knit fabrics. We use the best recycled nylon, polyester and bio-based yarns to produce beautiful sustainable fabrics. Outstanding in-house dyeing, finishing and printing. Factories in China and Vietnam. http://www.billionriseknitting.com",Fashion,Knit Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'jpbrogan@billion-holding.com', 'url': 'mailto:jpbrogan@billion-holding.com'}",917.913.2284,"No. 2 Tangtang East Section
106 National Road
Qingyuan
Guandong
511675
China",212
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.bloomati by carvema textil.org-e896e6c6-f34d-42d3-875d-f54279eea4b0.html,Bloomati by Carvema Textil,"The Bloomati brand was established in 2017 through an internationalization project by Carvema Têxtil, Lda. The brand was created to address an inherent need to differentiate our services by developing","Bloomati is a portuguese supplier of sustainable knitting fabrics with special finishes. We have a wide range of sustainable certifications like Oeko-tex, GOTS, GRS, RCS and OCS. We use fibers like organic cotton, lyocel, tencel, bamboo and more.",Athleisure,Finishes / TreatmentsKnit Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'sales@bloomati.com', 'url': 'mailto:sales@bloomati.com'}",+351253860030,"Rua Antonio Carvalho #2
Perelhal
Barcelos
4750-625
Portugal",340
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.bristex.org-a487e28d-fe80-40e4-83c2-d33926de23ee.html,BRISTEX,BRISTEX is looking for key products that will lead to a rapidly changing fabric market in our trust relationship with our customers. We provide the best quality products through sourcing eco-friendly.,"BRISTEX is a textile company that researches, develops, and produces eco-friendly functional fabric for various clothing products including outdoor sports, industrial products and daily fashion. With eco-friendly elements such as PFC-free water repellent, recycled nylon and polyester, organic cotton, bio based material, biodegradable material that reduces the impacts on the natural environment to highly functional materials. We focus on sustainable management and meet a wide range of customer needs with a transparent production system, best quality, services and more.",AthleisureBagsFashionHealth/MedicalOutdoor SportsWorkwear,FleeceKnit FabricsWoven Fabrics,"[{'title': 'BX-PDEW260R-3UXPL', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-d6b7c9ff-9b38-499d-a454-d9125b51aa32.bx-pdew260r-3uxpl.pro-93d31055-64cb-4d77-a8e1-51cba9736640.html'}, {'title': 'BX-BD1000RP2-WXP', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-d6b7c9ff-9b38-499d-a454-d9125b51aa32.bx-bd1000rp2-wxp.pro-c2c3329f-e98a-424c-9eae-3fce29fe0a3f.html'}, {'title': 'BX-PS007FR-LOTO', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-d6b7c9ff-9b38-499d-a454-d9125b51aa32.bx-ps007fr-loto.pro-17716d89-5438-48d2-b5ea-20fe188607c3.html'}, {'title': 'DNS-10SL-01(GTT)', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-d6b7c9ff-9b38-499d-a454-d9125b51aa32.dns-10sl-01gtt.pro-bfc114c4-66ef-4491-9138-31be19c6f10c.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-d6b7c9ff-9b38-499d-a454-d9125b51aa32/9d6d0192-7d0b-428d-8965-1e77fb6a950e.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@bristex.com', 'url': 'mailto:info@bristex.com'}",82 2 6220 3751,"#620, 5, Digital-ro 26-gil, Goru-gu
Seoul
08389
South Korea",540
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.brookwood companies inc.org-69e6eeba-ac56-4efd-a100-8ecab95d0db9.html,"Brookwood Companies, Inc.","Explore our eco-friendly, sustainable textiles at Brookwood's booth during FFF Summer 2024 in NYC. From Tencel to recycled nylon, we have it all!","Brookwood Companies provides a wide range of technical synthetic fabrics to a number of industries around the world. As an integrated textile company with a focus on research and development, Brookwood has been a trusted leader in providing innovative and diverse solutions to a growing list of customers. Through established capabilities in development and manufacturing, as well as access to a global network of marketing and manufacturing partners, Brookwood Companies is uniquely positioned to provide its customers support at every step, with strong, high quality, cost-effective solutions.",Bags,BagsGarmentsKnit FabricsWoven Fabrics,"[{'title': 'Westridge™', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b850f7a4-7e93-48d2-a3fd-6b6d4af9e49a.westridge.pro-21535cf2-3753-4426-af7e-69e2c3e5948f.html'}, {'title': 'Softstuff™', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b850f7a4-7e93-48d2-a3fd-6b6d4af9e49a.softstuff.pro-068118f8-a079-4d56-942f-df5fbc7cf6b2.html'}, {'title': 'Flex™', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b850f7a4-7e93-48d2-a3fd-6b6d4af9e49a.flex.pro-936d29d0-4a44-4c00-b6f6-bb13dec0d6cd.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-b850f7a4-7e93-48d2-a3fd-6b6d4af9e49a/b295589f-eae5-47fa-8167-a28d46c15d54.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-b850f7a4-7e93-48d2-a3fd-6b6d4af9e49a/0c77a3b8-88ef-4815-9962-3e2515bbb89c.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-b850f7a4-7e93-48d2-a3fd-6b6d4af9e49a/66614403-40c5-44b9-a128-7ecaa2a89ccd.pdf'}]","{'text': '', 'url': ''}","{'text': 'steven@brookwoodcompanies.com', 'url': 'mailto:steven@brookwoodcompanies.com'}",2125510125,"485 Madison Ave Ste 500
New York
NY
10022-5877
United States",518
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.brrr.org-b5e614f1-df19-43a8-95b5-675631dd1e97.html,Brrr,"Others may say they’re cooling, but we prove it. brrr° uses our patented technology to design and manufacture fabric that provides immediate & continuous cooling actively reducing skin temperature.","brrr° is an innovator of fabric technology that is “Proven to Keep You Cooler”.Our patented yarns and manufacturing techniques combine natural cooling minerals, active wicking, and rapid drying to create a Triple Chill Effect® for an instant and continuous cooling sensation that won’t ever fade or wash out because it’s a permanent part of the yarn structure.",Athleisure,Fibres / Yarns / InsulationFinishes / TreatmentsKnit FabricsWoven Fabrics,"[{'title': 'brrr° W0148R', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-00b99019-9914-4274-8a83-317f372c2020.brrr%20w0148r.pro-da996150-8fb0-45f9-be50-7891e867d312.html'}, {'title': 'brrr° K0265R', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-00b99019-9914-4274-8a83-317f372c2020.brrr%20k0265r.pro-1d159fc9-a434-4aa3-8baa-250b39e0852f.html'}, {'title': 'brrr° W0139', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-00b99019-9914-4274-8a83-317f372c2020.brrr%20w0139.pro-36d8a7a0-3f68-4b3b-b571-be55af23813f.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-00b99019-9914-4274-8a83-317f372c2020/c07bcfe6-85d2-4b90-b54d-f721368efbcd.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-00b99019-9914-4274-8a83-317f372c2020/46bb849e-f8ba-47a9-ab06-4f05df3aa115.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-00b99019-9914-4274-8a83-317f372c2020/915364b8-c844-47a7-ae0a-7558e29c6964.pdf'}]","{'text': '', 'url': ''}","{'text': 'licensing@brrr.com', 'url': 'mailto:licensing@brrr.com'}",731-434-2777,"550 Pharr Rd NE
Atlanta
GA
30305-3428
United States",108
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.burlington.org-740584b7-fcf7-49d5-b43e-3da043034e25.html,Burlington,"Burlington, a leader of fabric innovation for more than 100 years, is proud to announce the launch of five new fabric capsules each with a specific focus on sustainable design and performance.","Burlington fabrics have been trusted to perform for over 100 years. Today, we continue our commitment to supply advanced performance fabrics to the apparel, military, activewear, barrier and contract markets around the world. Our mission is simple. Our values are set. We develop the fabric of tomorrow driven by innovation, social responsibility and continuous improvement.",AthleisureBike & RunningFashionHealth/MedicalOutdoor SportsTeam SportsWorkwear,Finishes / TreatmentsWoven Fabrics,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-14b967f4-283f-4532-892e-cbf1d9257d9b/7a5db03d-de96-4c5b-b530-47eb7f12a1f5.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@burlingtonfabrics.com', 'url': 'mailto:info@burlingtonfabrics.com'}",1-336-379-6220,"121 W. Trade St.,
Suite 1700
Charlotte
NC
28202
United States",526
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.california apparel services.org-dbadfb25-cf27-4571-82b4-7c86210e1868.html,California Apparel Services,Explore our selection of premium garments crafted in-house using high-performance fabrics from Colombia's top fabric mills.,"We provide comprehensive services for full-package and private label apparel, specializing in swim, activewear, and cycling production at our facility in Colombia. Utilizing top-quality Colombian fabrics from renowned suppliers such as Lafayette, SUTEX, and Saraxy. We ensure our garments are performance-driven and of superior quality. Additionally, we offer custom digital printing capabilities and flexible minimum order quantities to meet the unique needs of our clients.",Fitness & Indoor,Finishes / TreatmentsGarmentsKnit FabricsService ProviderWoven Fabrics,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-3e731ed3-180b-4fa6-8627-7f40c0b0768b/edaa0735-6874-41fc-ba44-e4dc0ae338cf.pdf'}]","{'text': '', 'url': ''}","{'text': 'arturo@casla.us', 'url': 'mailto:arturo@casla.us'}",3233172925,"3610 South Broadway
Los Angeles
California
90007
United States",237
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.carol textile co ltd.org-9267f623-cac4-4626-92fb-eaa5bfb1bb33.html,"Carol Textile Co., Ltd","In these turbulent years, thanks to each other support, when walked on the land. In order to continue the wonderful world, Carol persists to provide various possibilities for sustainable development.","Caroltex is the professional fabric supplier for sports and outdoor with 40 years experiences, besides innovating cutting-edge features, we continuously stand in customer-orientation to provide the best service to our customers.",Outdoor Sports,Woven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'ruby@caroltex.com', 'url': 'mailto:ruby@caroltex.com'}",886225583730,"12F No 81 Cheng Teh Rd. Sec 2
Taipei
10353
Taiwan",413
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.carvico usa.org-bff74302-22b9-4180-a230-9ea2e5332c89.html,Carvico USA,"The perfect opportunity to discover the latest trends in warp-knit and circular stretch fabrics. Made in Carvico and Jersey Lomellina. Explore their world, where functionality meets fashion.","Carvico S.p.A. and Jersey Lomellina S.p.A, affiliates of the Carvico Group, are two Italian companies synonymous to excellence, producing high-tech warp-knitted and circular knitted fabrics. With over 50 years of experience Carvico and Jersey Lomellina have always stood out for their 100% Made in Italy quality, expertise, creativity and reliability. They perfectly blend innovation, with their last generation equipment and machinery, and a concrete commitment to safeguarding the environment, through a fully sustainable production.",Athleisure,Knit Fabrics,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a9917fe5-abce-4c52-94e2-d5bad77ca52a/c479a489-f404-401c-b6f3-bf6f70270523.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a9917fe5-abce-4c52-94e2-d5bad77ca52a/ea80ce56-8bda-4bb1-8fab-dff016321e20.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a9917fe5-abce-4c52-94e2-d5bad77ca52a/fe8d6953-2b4f-4ae7-a9b7-31734ba3f1f0.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a9917fe5-abce-4c52-94e2-d5bad77ca52a/731a9128-b5df-4201-acdb-f5b74e0b7a21.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a9917fe5-abce-4c52-94e2-d5bad77ca52a/01558702-f31a-49aa-9442-7a3c380c7b86.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a9917fe5-abce-4c52-94e2-d5bad77ca52a/69413650-7be9-4601-81d2-43fa018debc8.pdf'}]","{'text': '', 'url': ''}","{'text': 'carvicousa@carvico-jlom-usa.com', 'url': 'mailto:carvicousa@carvico-jlom-usa.com'}",212-896-3925,"5 Penn Plz Ste 1917
New York
NY
10001-1810
United States",429
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.chemosvit fibrochem sro.org-49947314-8800-4642-8937-8eac0c11cd46.html,"CHEMOSVIT FIBROCHEM, s.r.o.","Our specialty lies in the production of PROLEN®, a functional polypropylene yarn, which has been our mainstay since 1974 and a preferred choice for sports brands globally.","PROLEN® manufactured in Europe stands as an epitome of environmental sustainability, employing minimum temperatures and zero water usage in its manufacturing process. We present an extensive selection of colours, recycled yarns, and a multitude of intriguing modifications. These include antibacterial, micro, hollow, UV stabilized, metallic, glow, and self-cleaning options among others. Our commitment to innovation and ecological responsibility sets us apart in the industry.",Bike & RunningFashionFitness & IndoorFootwearHealth/MedicalOutdoor SportsTeam SportsWinter SportsWorkwear,Fibres / Yarns / InsulationFootwear,"[{'title': 'PROLEN® Recycle', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-5ad03bb7-0e02-4646-8b99-553baf9bc212.prolen%20recycle.pro-ab372203-bba1-4028-812f-ebf6aa733196.html'}, {'title': 'PROLEN®', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-5ad03bb7-0e02-4646-8b99-553baf9bc212.prolen.pro-59a5f8f6-a375-4b07-84a3-87724c913f23.html'}, {'title': 'PROLEN® Socks', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-5ad03bb7-0e02-4646-8b99-553baf9bc212.prolen%20socks.pro-35be2e50-8994-4f60-8256-3dc232be4656.html'}, {'title': 'PROLEN® Medical', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-5ad03bb7-0e02-4646-8b99-553baf9bc212.prolen%20medical.pro-7433ab31-132c-47e5-8fc2-b285e80514df.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-5ad03bb7-0e02-4646-8b99-553baf9bc212/7a41db45-6b2a-4464-8b89-cfdc1352e6ff.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-5ad03bb7-0e02-4646-8b99-553baf9bc212/bdfa9d5d-9090-4214-a515-0a11a5bd5b1d.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@prolen.sk', 'url': 'mailto:info@prolen.sk'}",+421905626982,"Sturova 101
Svit
05921
Slovakia",318
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.ciclo.org-1a1af802-2c00-46e7-9387-ae711ace59f6.html,CiCLO®,"Discover how we're tackling the pervasive issue of microfiber pollution. Learn how CiCLO® biodegrades in various environments, offering a sustainable solution to this pressing problem.","CiCLO® is the world's #1 branded, biodegradable technology that reduces synthetic microplastic pollution caused by shedding textiles. Synthetic fibers, being plastic, persist as pollutants forever. CiCLO® technology enables synthetic materials, like polyester and nylon, to eventually biodegrade in end-of-life environments. It's the only solution in the world proven to biodegrade in all four environments that's certified, trusted, available, scalable, and embraced by global brands.",AthleisureBagsBike & RunningCorporate WearFashionFitness & IndoorFootwearHealth/MedicalOutdoor SportsTeam SportsWinter SportsWorkwear,AdditionalsBagsFibres / Yarns / InsulationFinishes / TreatmentsFleeceFootwearGarmentsKnit FabricsLabels / PatchesWoven Fabrics,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/ac457c24-44c8-4694-9b29-bbf42761830c.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/ce44dc18-6b56-47a3-8091-24636519bab9.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/a4eba5a8-9178-4b3a-864d-6bd230d769d5.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/c8b0dde2-cc29-496a-b702-c65076563a7b.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/0c92241d-9d58-4d5a-a176-89f44e1b7bec.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/21cbf0f5-bb30-43f3-92dc-8651e538819e.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/2b946416-a748-4e93-81a8-40a418b175c8.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-1fd30553-d0a9-45b3-9f43-5caab1cf13dc/f7c506fb-87af-4a11-b397-16cc40ee1e39.pdf'}]","{'text': '', 'url': ''}","{'text': 'cheryl.smyre@parkdalemills.com', 'url': 'mailto:cheryl.smyre@parkdalemills.com'}",704.874.5031,"531 Cotton Blossom Circle
Gastonia
North Carolina
28054
United States",258
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.claros technologies.org-d49efa8a-6af3-4d08-bac0-695630b2dd79.html,Claros Technologies,"Claros Technologies strives to lead industries towards a holistic approach in material design and innovation to develop more efficient, safe, and sustainable products with zero toxic waste.","We founded Claros Technologies, Inc. because we believe that air, water and other natural resources are limited and do not belong to one generation. The mission of Claros Technologies is to use the latest advancements in science and engineering to innovate solutions that enable sustainable use, recovery and reuse of these resources. Our moral obligation is to pass the environment to the next generation healthier than we inherited it. Hence, our ultimate goal is to offer industries and stakeholders a sustainable way to make products and build wealth.",Other,Service Provider,[],[],"{'text': '', 'url': ''}","{'text': 'CONTACT@CLAROSTECH.COM', 'url': 'mailto:CONTACT@CLAROSTECH.COM'}",+16125647050,"1600 Broadway St NE Ste 100
Minneapolis
MN
55413-2617
United States",508
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.clarotex guatemala sa.org-5084e450-fab3-41ad-8374-9d261261ad31.html,Clarotex Guatemala S.A.,Clarotex began fabric manufacturing operations in Guatemala in 2003. Over the last 20 years we have expanded our operations and are fully equipped with latest fabric manufacturing technology.,"Clarotex is the Synthetic fabric manufacturing division of Young Shin Group. The Young Shin Group consists of four (4) facilities: (1) Clarotex (Synthetic and Synthetic Blends, (2) Textiles Sola Fe (Cellulosic & Cellulosic Blends), JS Print (Printing of Cotton & Synthetics, (4) Centrotex (Yarn Dyeing of Cotton and Synthetics).",Athleisure,Fibres / Yarns / InsulationFinishes / TreatmentsFleeceKnit Fabrics,"[{'title': 'Clarotex, 1 of 4 facilities of Young Shin Group', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-f8abffd1-13a9-4df3-aa65-b10f558a9307.clarotex%201%20of%204%20facilities%20of%20young%20shin%20group.pro-cd0e7b59-3eb6-41a7-a3f1-3353c7883ff9.html'}, {'title': 'Young Shin Group consists of four (4) facilities', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-f8abffd1-13a9-4df3-aa65-b10f558a9307.young%20shin%20group%20consists%20of%20four%204%20facilities.pro-9c6f8819-f169-4f35-8473-a3bb58e8e21b.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-f8abffd1-13a9-4df3-aa65-b10f558a9307/d17da371-ce92-4929-a320-a2bfe5a9269d.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-f8abffd1-13a9-4df3-aa65-b10f558a9307/9f99150b-b822-4b6d-a63a-9e537e369637.pdf'}]","{'text': '', 'url': ''}","{'text': 'sjyun@youngst.com', 'url': 'mailto:sjyun@youngst.com'}",(502) 7828-0000,"km 44.5
Bodega 1
Palin, Escuintla
Escuintla
05011
Guatemala",530
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.cocona 375.org-35af0377-5557-4d6c-84bb-e6f13d2f1643.html,Cocona 37.5,"37.5® Technology uses natural minerals to create the ultimate temperature control fabrics, insulations, foams, and laminates.","Materials that incorporate 37.5® Technology are used in outdoor gear, sports apparel, designer clothing, workwear, police and military uniforms, footwear and sleep systems that are designed to manage and maintain your optimal core temperature and relative humidity level. It was created by Cocona Labs, a world leader in the development, commercialization and marketing of active particle technologies. The company is headquartered in Boulder, Colorado. Visit thirtysevenfive.com for more info.",Outdoor Sports,Fibres / Yarns / InsulationFinishes / TreatmentsFleeceFootwearGarmentsKnit FabricsWoven Fabrics,[],"[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-a07615fa-9f4e-44fe-a13f-c3f34b2875cc/8f2208a8-d33e-493d-804f-483908ad53c2.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@cocona.com', 'url': 'mailto:info@cocona.com'}",+13126444339,"5480 Valmont Rd Ste 300
Boulder
CO
80301-2370
United States",525
